4,0,13
4,1,12
4,1,13
4,2,12
4,2,13
4,2,14
4,4,12
4,5,12
4,5,13
4,6,12
4,6,13
4,7,12
4,7,13
4,8,12
4,8,13
4,9,12
4,9,13
4,9,14
4,10,12
4,10,13
4,11,12
4,11,13
4,12,12
4,12,13
4,13,12
4,13,13
4,14,12
4,14,13
5,0,24
5,0,25
5,0,26
5,0,27
5,0,28
5,0,29
5,1,24
5,1,25
5,1,26
5,1,27
5,1,28
5,2,24
5,2,25
5,2,26
5,2,27
5,2,28
5,3,24
5,3,25
5,3,26
5,3,27
5,4,24
5,4,25
5,4,26
5,4,27
5,4,28
5,4,29
5,4,30
5,5,24
5,5,25
5,5,26
5,5,27
5,5,28
5,5,29
5,6,24
5,6,25
5,6,26
5,6,27
5,6,28
5,6,29
5,7,26
5,8,24
5,8,25
5,8,26
5,8,27
5,8,28
5,8,29
5,9,24
5,9,25
5,9,26
5,10,24
5,10,25
5,10,26
5,10,27
5,10,28
5,10,29
5,11,24
5,11,25
5,11,26
5,11,27
5,11,28
5,12,24
5,12,25
5,12,26
5,12,27
5,13,24
5,13,25
5,13,26
5,13,27
5,14,24
5,14,25
5,14,26
5,14,27
5,15,24
5,15,25
5,15,26
5,15,27
5,15,28
5,15,29
5,16,24
5,16,25
5,16,26
5,16,27
5,16,28
5,17,24
5,17,25
5,17,26
5,17,27
5,17,28
5,17,29
5,18,24
5,18,25
5,18,26
5,18,27
5,18,28
5,18,29
5,19,24
5,19,25
5,19,26
5,19,27
5,19,28
5,19,29
5,20,24
5,20,25
5,20,26
5,20,27
5,21,24
5,21,25
5,21,26
5,21,27
5,21,28
5,22,24
5,22,25
5,22,26
5,22,27
5,23,24
5,23,25
5,23,26
5,23,27
5,23,28
5,24,24
5,24,25
5,24,26
5,24,27
5,24,28
5,24,29
5,24,30
5,25,24
5,25,25
5,25,26
5,25,27
5,25,28
5,26,24
5,26,25
5,26,26
5,26,27
5,27,24
5,27,25
5,27,26
5,27,27
5,27,28
5,27,29
5,28,24
5,28,25
5,28,26
5,28,27
5,29,24
5,29,25
5,29,26
5,29,27
5,31,24
5,31,25
5,31,26
5,31,27
5,31,28
5,31,29
5,31,30
6,0,48
6,0,49
6,0,50
6,0,51
6,0,52
6,0,53
6,0,54
6,0,55
6,0,56
6,0,57
6,0,58
6,0,59
6,1,48
6,1,49
6,1,50
6,1,51
6,1,52
6,1,53
6,1,54
6,1,55
6,1,56
6,1,57
6,1,58
6,1,59
6,1,60
6,2,48
6,2,49
6,2,50
6,2,51
6,2,52
6,2,53
6,2,54
6,2,55
6,2,56
6,2,57
6,2,58
6,2,59
6,3,48
6,3,49
6,3,50
6,3,51
6,3,52
6,3,53
6,3,54
6,3,55
6,3,56
6,3,57
6,4,48
6,4,49
6,4,50
6,4,51
6,4,52
6,4,53
6,4,54
6,4,55
6,4,56
6,4,57
6,4,58
6,5,48
6,5,49
6,5,50
6,5,51
6,5,52
6,5,53
6,5,54
6,5,55
6,5,56
6,5,57
6,5,58
6,5,59
6,5,60
6,6,48
6,6,49
6,6,50
6,6,51
6,6,52
6,6,53
6,6,54
6,6,55
6,7,48
6,7,49
6,7,50
6,7,51
6,7,52
6,7,53
6,7,54
6,7,55
6,7,56
6,7,57
6,7,58
6,7,59
6,7,60
6,8,48
6,8,49
6,8,50
6,8,51
6,8,52
6,8,53
6,8,54
6,8,55
6,8,56
6,8,57
6,8,58
6,8,59
6,8,60
6,8,61
6,9,48
6,9,49
6,9,50
6,9,51
6,9,52
6,9,53
6,9,54
6,9,55
6,9,56
6,9,57
6,9,58
6,9,59
6,9,60
6,9,61
6,10,48
6,10,49
6,10,50
6,10,51
6,10,52
6,10,53
6,10,54
6,10,55
6,10,56
6,10,57
6,10,58
6,10,59
6,10,60
6,11,48
6,11,49
6,11,50
6,11,51
6,11,52
6,11,53
6,11,54
6,11,55
6,11,56
6,11,57
6,11,58
6,11,59
6,11,60
6,12,48
6,12,49
6,12,50
6,12,51
6,12,52
6,12,53
6,12,54
6,12,55
6,12,56
6,12,57
6,12,58
6,12,59
6,12,60
6,13,48
6,13,49
6,13,50
6,13,51
6,13,52
6,13,53
6,13,54
6,13,55
6,13,56
6,13,57
6,13,58
6,13,59
6,13,60
6,14,48
6,14,52
6,14,53
6,15,48
6,15,49
6,15,50
6,15,51
6,15,52
6,15,53
6,15,54
6,15,55
6,16,48
6,16,49
6,16,50
6,16,51
6,16,52
6,16,53
6,16,54
6,16,55
6,16,56
6,16,57
6,16,58
6,16,59
6,16,60
6,17,48
6,17,49
6,17,50
6,17,51
6,17,52
6,17,53
6,17,54
6,17,55
6,17,56
6,17,57
6,17,58
6,17,59
6,18,48
6,18,49
6,18,50
6,18,51
6,18,52
6,18,53
6,18,54
6,18,56
6,19,48
6,19,49
6,19,50
6,19,51
6,19,52
6,19,53
6,19,54
6,19,55
6,19,56
6,19,57
6,19,58
6,19,59
6,19,60
6,19,61
6,19,62
6,20,48
6,20,49
6,20,50
6,20,51
6,20,52
6,20,53
6,20,54
6,20,55
6,20,56
6,20,57
6,20,58
6,20,59
6,20,60
6,21,48
6,21,49
6,21,50
6,21,51
6,21,52
6,21,53
6,21,54
6,21,55
6,21,56
6,21,57
6,21,58
6,21,59
6,21,60
6,22,48
6,22,49
6,22,50
6,22,51
6,22,52
6,22,53
6,22,54
6,22,55
6,22,56
6,22,57
6,22,58
6,22,59
6,23,48
6,23,49
6,23,50
6,23,51
6,23,52
6,23,53
6,23,54
6,23,55
6,23,56
6,23,57
6,23,58
6,24,48
6,24,49
6,24,50
6,24,51
6,24,52
6,24,53
6,24,54
6,24,55
6,24,57
6,25,48
6,25,49
6,25,50
6,25,51
6,25,52
6,25,53
6,25,54
6,25,55
6,25,56
6,25,57
6,25,58
6,26,48
6,26,49
6,26,50
6,26,51
6,26,52
6,26,53
6,26,54
6,26,55
6,26,56
6,27,48
6,27,49
6,27,50
6,27,51
6,27,52
6,27,53
6,27,54
6,27,55
6,27,56
6,28,48
6,28,49
6,28,50
6,28,51
6,28,52
6,28,53
6,28,54
6,28,55
6,28,56
6,28,57
6,28,58
6,29,48
6,29,49
6,29,50
6,29,51
6,29,52
6,29,53
6,29,54
6,29,55
6,29,56
6,30,48
6,30,49
6,30,50
6,30,51
6,30,52
6,30,53
6,30,54
6,30,55
6,30,56
6,30,57
6,30,58
6,30,59
6,31,48
6,31,49
6,31,50
6,31,51
6,31,52
6,31,53
6,31,54
6,31,55
6,31,56
6,31,57
6,31,58
6,31,59
6,31,60
6,32,48
6,32,49
6,32,50
6,32,51
6,32,52
6,32,53
6,32,54
6,32,55
6,32,56
6,32,57
6,32,58
6,33,48
6,33,49
6,33,50
6,33,51
6,33,52
6,33,53
6,33,54
6,33,55
6,33,56
6,33,57
6,33,58
6,33,59
6,34,48
6,34,49
6,34,50
6,34,51
6,34,52
6,34,53
6,34,54
6,34,55
6,34,56
6,34,57
6,34,58
6,34,59
6,34,60
6,34,61
6,35,48
6,35,49
6,35,50
6,35,51
6,35,52
6,35,53
6,35,54
6,35,55
6,35,56
6,35,57
6,35,58
6,35,59
6,36,48
6,36,49
6,36,50
6,36,51
6,36,52
6,36,53
6,36,54
6,36,55
6,36,56
6,36,57
6,36,58
6,36,59
6,37,48
6,37,49
6,37,50
6,37,51
6,37,52
6,37,53
6,37,54
6,37,55
6,37,56
6,37,57
6,37,58
6,37,59
6,37,60
6,38,48
6,38,49
6,38,50
6,38,51
6,38,52
6,38,53
6,38,54
6,38,55
6,38,56
6,38,57
6,38,58
6,38,59
6,38,60
6,38,61
6,39,48
6,39,49
6,39,50
6,39,51
6,39,52
6,39,53
6,39,54
6,39,55
6,39,56
6,39,57
6,39,58
6,39,59
6,39,60
6,40,48
6,40,49
6,40,50
6,40,51
6,40,52
6,40,53
6,40,54
6,40,55
6,40,56
6,40,57
6,40,58
6,40,59
6,41,48
6,41,49
6,41,50
6,41,51
6,41,52
6,41,53
6,41,54
6,41,55
6,42,48
6,42,49
6,42,50
6,42,51
6,42,52
6,42,53
6,42,54
6,42,55
6,42,56
6,42,57
6,42,58
6,42,59
6,42,60
6,43,48
6,43,49
6,43,50
6,43,51
6,43,52
6,43,53
6,43,54
6,43,55
6,43,56
6,43,57
6,43,58
6,44,48
6,44,49
6,44,50
6,44,51
6,44,52
6,44,53
6,44,54
6,44,55
6,45,48
6,45,49
6,45,50
6,45,51
6,45,52
6,45,53
6,45,54
6,45,55
6,45,56
6,45,57
6,45,58
6,46,48
6,46,49
6,46,50
6,46,51
6,46,52
6,46,53
6,46,54
6,46,55
6,46,56
6,46,57
6,46,58
6,46,59
6,46,60
6,46,61
6,47,48
6,47,49
6,47,50
6,47,51
6,47,52
6,47,53
6,47,54
6,47,55
6,47,56
6,47,57
6,48,48
6,48,49
6,48,50
6,48,51
6,48,52
6,48,53
6,48,54
6,48,55
6,48,56
6,48,57
6,48,58
6,48,59
6,48,60
6,48,61
6,49,48
6,49,49
6,49,50
6,49,51
6,49,52
6,49,53
6,49,54
6,49,55
6,49,56
6,49,57
6,49,58
6,49,59
6,49,60
6,49,61
6,50,48
6,50,49
6,50,50
6,50,51
6,50,52
6,50,53
6,50,54
6,50,55
6,50,56
6,50,57
6,50,58
6,51,48
6,51,49
6,51,50
6,51,51
6,51,52
6,51,53
6,51,54
6,51,55
6,51,56
6,51,57
6,51,58
6,51,59
6,51,60
6,51,61
6,52,48
6,52,49
6,52,50
6,52,51
6,52,52
6,52,53
6,52,54
6,52,55
6,52,56
6,52,57
6,52,58
6,52,59
6,53,48
6,53,49
6,53,50
6,53,51
6,53,52
6,53,53
6,53,54
6,53,55
6,53,56
6,54,48
6,54,49
6,54,50
6,54,51
6,54,52
6,54,53
6,54,54
6,54,55
6,54,56
6,54,57
6,54,58
6,54,59
6,54,60
6,54,61
6,55,48
6,55,49
6,55,50
6,55,51
6,55,52
6,55,53
6,55,54
6,55,55
6,55,56
6,55,57
6,55,58
6,55,59
6,55,60
6,56,48
6,56,49
6,56,50
6,56,51
6,56,52
6,56,53
6,56,54
6,56,55
6,56,56
6,56,57
6,57,48
6,57,49
6,57,50
6,57,51
6,57,52
6,57,53
6,57,54
6,57,55
6,58,48
6,58,49
6,58,50
6,58,51
6,58,52
6,58,53
6,58,54
6,58,55
6,58,56
6,58,57
6,58,58
6,58,59
6,58,60
6,59,48
6,59,49
6,59,50
6,59,51
6,59,52
6,59,53
6,59,54
6,59,55
6,59,56
6,59,58
6,60,48
6,60,49
6,60,50
6,60,51
6,60,52
6,60,53
6,60,54
6,60,55
6,60,56
6,60,57
6,61,49
6,61,50
6,61,53
6,62,48
6,62,49
6,62,50
6,62,51
6,62,52
6,62,53
6,62,54
6,62,55
6,62,56
6,62,57
6,62,58
6,62,59
6,62,60
6,62,61
